Start_Date,End_Date,Market_3yr_CAGR,Strategy_3yr_CAGR,Start_Strategy_Value,End_Strategy_Value,Start_Market_Value,End_Market_Value
2015-12-24,2018-12-24,0.048624732498340206,0.3005899569953827,127113.07240077223,279647.7982514533,100135.55724072934,114230.88880735848
2017-03-23,2020-03-23,-0.015397881032297,0.3110055418427342,178367.77056673152,401431.84822093276,113981.14938258466,108706.63470134871
