Date,Adj_Close,Index_Returns,Training Regime,State_Prob_Regime0,State_Prob_Regime1,Predicted_Regime,Predicted_Regime_Label,Full_Vol_Regime,Blended_Test_Training_Regime
1950-01-04 00:00:00,16.850000381469727,0.011404593985463451,0.0,,,,,0,0.0
1950-01-05 00:00:00,16.93000030517578,0.004747769845396155,0.0,,,,,0,0.0
1950-01-06 00:00:00,16.979999542236328,0.0029532921535306844,0.0,,,,,0,0.0
1950-01-09 00:00:00,17.079999923706055,0.00588930413225186,0.0,,,,,0,0.0
1950-01-10 00:00:00,17.030000686645508,-0.002927355812873955,0.0,,,,,0,0.0
1950-01-11 00:00:00,17.09000015258789,0.0035231628610228327,0.0,,,,,0,0.0
1950-01-12 00:00:00,16.760000228881836,-0.01930953310471939,0.0,,,,,0,0.0
1950-01-13 00:00:00,16.670000076293945,-0.0053699374319098325,0.0,,,,,0,0.0
1950-01-16 00:00:00,16.719999313354492,0.0029993543390349764,0.0,,,,,0,0.0
1950-01-17 00:00:00,16.860000610351562,0.008373283657090225,0.0,,,,,0,0.0
1950-01-18 00:00:00,16.850000381469727,-0.0005931333641646663,0.0,,,,,0,0.0
1950-01-19 00:00:00,16.8700008392334,0.0011869707602896185,0.0,,,,,0,0.0
1950-01-20 00:00:00,16.899999618530273,0.0017782322350043955,0.0,,,,,0,0.0
1950-01-23 00:00:00,16.920000076293945,0.0011834590659838273,0.0,,,,,0,0.0
1950-01-24 00:00:00,16.860000610351562,-0.0035460677111016636,0.0,,,,,0,0.0
1950-01-25 00:00:00,16.739999771118164,-0.007117487241354081,0.0,,,,,0,0.0
1950-01-26 00:00:00,16.729999542236328,-0.0005973852460314788,0.0,,,,,0,0.0
1950-01-27 00:00:00,16.81999969482422,0.00537956694862296,0.0,,,,,0,0.0
1950-01-30 00:00:00,17.020000457763672,0.011890651995730694,0.0,,,,,0,0.0
1950-01-31 00:00:00,17.049999237060547,0.001762560428322013,0.0,,,,,0,0.0
1950-02-01 00:00:00,17.049999237060547,0.0,0.0,,,,,0,0.0
1950-02-02 00:00:00,17.229999542236328,0.010557203122011138,0.0,,,,,0,0.0
1950-02-03 00:00:00,17.290000915527344,0.0034823781128916487,0.0,,,,,0,0.0
1950-02-06 00:00:00,17.31999969482422,0.0017350363047079487,0.0,,,,,0,0.0
1950-02-07 00:00:00,17.229999542236328,-0.005196313751367199,0.0,,,,,0,0.0
1950-02-08 00:00:00,17.209999084472656,-0.0011607927042971422,0.0,,,,,0,0.0
1950-02-09 00:00:00,17.280000686645508,0.004067495984704017,0.0,,,,,0,0.0
1950-02-10 00:00:00,17.239999771118164,-0.002314867704736656,0.0,,,,,0,0.0
1950-02-14 00:00:00,17.059999465942383,-0.010440853107047676,0.0,,,,,0,0.0
1950-02-15 00:00:00,17.059999465942383,0.0,0.0,,,,,0,0.0
1950-02-16 00:00:00,16.989999771118164,-0.004103147539011531,0.0,,,,,0,0.0
1950-02-17 00:00:00,17.149999618530273,0.009417295442469609,0.0,,,,,0,0.0
1950-02-20 00:00:00,17.200000762939453,0.0029155186892921847,0.0,,,,,0,0.0
1950-02-21 00:00:00,17.170000076293945,-0.0017442258903935803,0.0,,,,,0,0.0
1950-02-23 00:00:00,17.209999084472656,0.002329586954046503,0.0,,,,,0,0.0
1950-02-24 00:00:00,17.280000686645508,0.004067495984704017,0.0,,,,,0,0.0
1950-02-27 00:00:00,17.280000686645508,0.0,0.0,,,,,0,0.0
1950-02-28 00:00:00,17.219999313354492,-0.0034723015571050952,0.0,,,,,0,0.0
1950-03-01 00:00:00,17.239999771118164,0.0011614668154000807,0.0,,,,,0,0.0
1950-03-02 00:00:00,17.229999542236328,-0.00058005968762187,0.0,,,,,0,0.0
1950-03-03 00:00:00,17.290000915527344,0.0034823781128916487,0.0,,,,,0,0.0
1950-03-06 00:00:00,17.31999969482422,0.0017350363047079487,0.0,,,,,0,0.0
1950-03-07 00:00:00,17.200000762939453,-0.006928344919118312,0.0,,,,,0,0.0
1950-03-08 00:00:00,17.190000534057617,-0.0005814086301312305,0.0,,,,,0,0.0
1950-03-09 00:00:00,17.06999969482422,-0.006980851396464316,0.0,,,,,0,0.0
1950-03-10 00:00:00,17.09000015258789,0.0011716730006583465,0.0,,,,,0,0.0
1950-03-13 00:00:00,17.1200008392334,0.001755452684473191,0.0,,,,,0,0.0
1950-03-14 00:00:00,17.25,0.007593408551048952,0.0,,,,,0,0.0
1950-03-15 00:00:00,17.450000762939453,0.011594247126924806,0.0,,,,,0,0.0
1950-03-16 00:00:00,17.489999771118164,0.0022922066722004253,0.0,,,,,0,0.0
1950-03-17 00:00:00,17.450000762939453,-0.0022869644769671904,0.0,,,,,0,0.0
1950-03-20 00:00:00,17.440000534057617,-0.0005730789939605296,0.0,,,,,0,0.0
1950-03-21 00:00:00,17.450000762939453,0.0005734076018120149,0.0,,,,,0,0.0
1950-03-22 00:00:00,17.549999237060547,0.005730571332321688,0.0,,,,,0,0.0
1950-03-23 00:00:00,17.559999465942383,0.0005698136362717321,0.0,,,,,0,0.0
1950-03-24 00:00:00,17.559999465942383,0.0,0.0,,,,,0,0.0
1950-03-27 00:00:00,17.459999084472656,-0.005694782717031277,0.0,,,,,0,0.0
1950-03-28 00:00:00,17.530000686645508,0.004009255775683451,0.0,,,,,0,0.0
1950-03-29 00:00:00,17.440000534057617,-0.005134064407450567,0.0,,,,,0,0.0
1950-03-30 00:00:00,17.299999237060547,-0.008027597059052205,0.0,,,,,0,0.0
1950-03-31 00:00:00,17.290000915527344,-0.0005779376863661589,0.0,,,,,0,0.0
1950-04-03 00:00:00,17.530000686645508,0.013880842013295203,0.0,,,,,0,0.0
1950-04-04 00:00:00,17.549999237060547,0.0011408185756818234,0.0,,,,,0,0.0
1950-04-05 00:00:00,17.6299991607666,0.004558400409335528,0.0,,,,,0,0.0
