Date,Adj_Close,Index_Returns,Training Regime,Recursive_Predictions,Recursive_Predicted_Regime_Label,Full_Vol_Regime,State_Prob_Regime0,State_Prob_Regime1,Predicted_Regime,Predicted_Regime_Label,Blended_Test_Training_Regime
2019-01-06 00:00:00,2596.260009765625,0.025403473165975354,,1.0,High Volatility,0.0,0.7600727602695114,0.23992723973048577,0.0,Low Volatility,0.0
2019-01-13 00:00:00,2670.7099609375,0.02867584559783598,,1.0,High Volatility,0.0,0.7600727600748303,0.23992723992516687,0.0,Low Volatility,0.0
2019-01-20 00:00:00,2664.760009765625,-0.002227853738856145,,1.0,High Volatility,0.0,0.7600727598942657,0.23992724010573138,0.0,Low Volatility,0.0
2019-01-27 00:00:00,2706.530029296875,0.01567496486669495,,1.0,High Volatility,0.0,0.7600727597267941,0.2399272402732029,0.0,Low Volatility,0.0
2019-06-09 00:00:00,2886.97998046875,0.004747051222933507,,1.0,High Volatility,0.0,0.7600727580971922,0.23992724190280432,0.0,Low Volatility,0.0
2020-02-02 00:00:00,3327.7099609375,0.03168169497862894,,0.0,Low Volatility,1.0,0.7600727576243238,0.23992724237567167,0.0,Low Volatility,0.0
2020-02-09 00:00:00,3380.159912109375,0.01576157531382294,,0.0,Low Volatility,1.0,0.760072757621449,0.23992724237854646,0.0,Low Volatility,0.0
2020-02-16 00:00:00,3337.75,-0.01254671767375326,,0.0,Low Volatility,1.0,0.7600727576187827,0.23992724238121277,0.0,Low Volatility,0.0
2020-02-23 00:00:00,2954.219970703125,-0.11490675733559286,,0.0,Low Volatility,1.0,0.7600727576163097,0.23992724238368573,0.0,Low Volatility,0.0
2020-07-12 00:00:00,3224.72998046875,0.012461363411284676,,1.0,High Volatility,0.0,0.7600727575916973,0.239927242408298,0.0,Low Volatility,0.0
2020-07-19 00:00:00,3215.6298828125,-0.0028219719825742784,,1.0,High Volatility,0.0,0.7600727575911884,0.23992724240880697,0.0,Low Volatility,0.0
2020-08-30 00:00:00,3426.9599609375,-0.023104280946319222,,0.0,Low Volatility,1.0,0.7600727575888224,0.23992724241117294,0.0,Low Volatility,0.0
2020-09-06 00:00:00,3340.969970703125,-0.025092207441738235,,0.0,Low Volatility,1.0,0.7600727575885219,0.23992724241147345,0.0,Low Volatility,0.0
2020-09-13 00:00:00,3319.469970703125,-0.0064352568830408075,,0.0,Low Volatility,1.0,0.7600727575882431,0.23992724241175217,0.0,Low Volatility,0.0
2020-09-20 00:00:00,3298.4599609375,-0.006329326654873957,,0.0,Low Volatility,1.0,0.7600727575879846,0.2399272424120107,0.0,Low Volatility,0.0
2020-09-27 00:00:00,3348.419921875,0.015146450625188157,,0.0,Low Volatility,1.0,0.7600727575877448,0.23992724241225047,0.0,Low Volatility,0.0
2020-10-04 00:00:00,3477.139892578125,0.03844200360361194,,0.0,Low Volatility,1.0,0.7600727575875225,0.23992724241247282,0.0,Low Volatility,0.0
2020-10-11 00:00:00,3483.81005859375,0.0019182909579975593,,0.0,Low Volatility,1.0,0.7600727575873162,0.23992724241267907,0.0,Low Volatility,0.0
2020-10-18 00:00:00,3465.389892578125,-0.0052873623147698945,,0.0,Low Volatility,1.0,0.7600727575871249,0.23992724241287036,0.0,Low Volatility,0.0
2020-10-25 00:00:00,3269.9599609375,-0.05639478895554584,,0.0,Low Volatility,1.0,0.7600727575869475,0.2399272424130478,0.0,Low Volatility,0.0
2020-11-15 00:00:00,3557.5400390625,-0.007701174018748924,,1.0,High Volatility,0.0,0.7600727575864888,0.23992724241350655,0.0,Low Volatility,0.0
2020-11-22 00:00:00,3638.35009765625,0.02271515083637543,,1.0,High Volatility,0.0,0.7600727575863576,0.23992724241363783,0.0,Low Volatility,0.0
2020-11-29 00:00:00,3699.1201171875,0.016702631110292687,,1.0,High Volatility,0.0,0.7600727575862358,0.23992724241375962,0.0,Low Volatility,0.0
2021-01-31 00:00:00,3886.830078125,0.046467134149760225,,0.0,Low Volatility,1.0,0.760072757585469,0.23992724241452618,0.0,Low Volatility,0.0
2021-02-07 00:00:00,3934.830078125,0.012349395017328568,,1.0,High Volatility,0.0,0.7600727575854117,0.23992724241458355,0.0,Low Volatility,0.0
2021-02-14 00:00:00,3906.7099609375,-0.0071464629041616545,,1.0,High Volatility,0.0,0.7600727575853584,0.23992724241463675,0.0,Low Volatility,0.0
2021-02-28 00:00:00,3841.93994140625,0.008078936764876365,,1.0,High Volatility,0.0,0.7600727575852634,0.23992724241473187,0.0,Low Volatility,0.0
2021-12-12 00:00:00,4620.64013671875,-0.019392931785886303,,0.0,Low Volatility,1.0,0.7600727575847042,0.23992724241529034,0.0,Low Volatility,0.0
2021-12-19 00:00:00,4725.7900390625,0.022756566023862668,,0.0,Low Volatility,1.0,0.7600727575847022,0.23992724241529229,0.0,Low Volatility,0.0
2021-12-26 00:00:00,4766.18017578125,0.008546748032581375,,0.0,Low Volatility,1.0,0.7600727575847004,0.23992724241529406,0.0,Low Volatility,0.0
2022-01-02 00:00:00,4677.02978515625,-0.018704788181950538,,0.0,Low Volatility,1.0,0.7600727575846987,0.23992724241529573,0.0,Low Volatility,0.0
2022-01-09 00:00:00,4662.85009765625,-0.003031771904682512,,0.0,Low Volatility,1.0,0.7600727575846972,0.23992724241529728,0.0,Low Volatility,0.0
2022-01-16 00:00:00,4397.93994140625,-0.056812925721793084,,0.0,Low Volatility,1.0,0.7600727575846957,0.2399272424152987,0.0,Low Volatility,0.0
2022-02-27 00:00:00,4328.8701171875,-0.012721605236129307,,0.0,Low Volatility,1.0,0.760072757584689,0.23992724241530533,0.0,Low Volatility,0.0
2022-03-06 00:00:00,4204.31005859375,-0.028774265621690165,,0.0,Low Volatility,1.0,0.7600727575846882,0.23992724241530616,0.0,Low Volatility,0.0
2022-03-13 00:00:00,4463.1201171875,0.06155827115194179,,0.0,Low Volatility,1.0,0.7600727575846874,0.23992724241530694,0.0,Low Volatility,0.0
2022-12-04 00:00:00,3934.3798828125,-0.03372548812685794,,0.0,Low Volatility,1.0,0.7600727575846777,0.23992724241531632,0.0,Low Volatility,0.0
2022-12-11 00:00:00,3852.360107421875,-0.02084693848424035,,1.0,High Volatility,0.0,0.7600727575846777,0.23992724241531638,0.0,Low Volatility,0.0
2022-12-18 00:00:00,3844.820068359375,-0.001957251879951105,,1.0,High Volatility,0.0,0.7600727575846777,0.23992724241531643,0.0,Low Volatility,0.0
2022-12-25 00:00:00,3839.5,-0.001383697615177426,,1.0,High Volatility,0.0,0.7600727575846777,0.23992724241531646,0.0,Low Volatility,0.0
2023-03-05 00:00:00,3861.590087890625,-0.04549337300760414,,0.0,Low Volatility,1.0,0.7600727575846777,0.23992724241531674,0.0,Low Volatility,0.0
2023-03-12 00:00:00,3916.639892578125,0.014255734926430508,,1.0,High Volatility,0.0,0.7600727575846777,0.23992724241531677,0.0,Low Volatility,0.0
2023-03-19 00:00:00,3970.989990234375,0.01387671553855152,,1.0,High Volatility,0.0,0.7600727575846777,0.2399272424153168,0.0,Low Volatility,0.0
2023-04-02 00:00:00,4105.02001953125,-0.001043980376591036,,1.0,High Volatility,0.0,0.7600727575846777,0.23992724241531685,0.0,Low Volatility,0.0
2023-10-15 00:00:00,4224.16015625,-0.023942906998561386,,0.0,Low Volatility,1.0,0.7600727575846777,0.2399272424153169,0.0,Low Volatility,0.0
2023-10-22 00:00:00,4117.3701171875,-0.025280774192355193,,0.0,Low Volatility,1.0,0.7600727575846777,0.2399272424153169,0.0,Low Volatility,0.0
2023-10-29 00:00:00,4358.33984375,0.058525155549315144,,0.0,Low Volatility,1.0,0.7600727575846777,0.2399272424153169,0.0,Low Volatility,0.0
2023-11-05 00:00:00,4415.240234375,0.013055519455784648,,1.0,High Volatility,0.0,0.7600727575846777,0.2399272424153169,0.0,Low Volatility,0.0
2023-11-12 00:00:00,4514.02001953125,0.022372459914456355,,1.0,High Volatility,0.0,0.7600727575846777,0.2399272424153169,0.0,Low Volatility,0.0
2023-11-19 00:00:00,4559.33984375,0.010039792473817144,,1.0,High Volatility,0.0,0.7600727575846777,0.2399272424153169,0.0,Low Volatility,0.0
2024-09-01 00:00:00,5408.419921875,-0.04248636509769299,,0.0,Low Volatility,1.0,0.7600727575846777,0.2399272424153169,0.0,Low Volatility,0.0
2024-09-15 00:00:00,5702.5498046875,0.013602828445432147,,1.0,High Volatility,0.0,0.7600727575846777,0.2399272424153169,0.0,Low Volatility,0.0
2024-09-22 00:00:00,5738.169921875,0.006246349160899944,,1.0,High Volatility,0.0,0.7600727575846777,0.2399272424153169,0.0,Low Volatility,0.0
