Start_Date,End_Date,Market_3yr_CAGR,Strategy_3yr_CAGR,Start_Strategy_Value,End_Strategy_Value,Start_Market_Value,End_Market_Value
1966-12-25,1969-12-28,0.29684653576452535,2.0069501660537776,12099586.928370764,24009451.82911356,470040.96614294354,544177.8769435366
1971-09-26,1974-09-29,0.034002454557890305,1.663739744497824,37037324.66393244,57791463.72550516,578876.5326031612,364774.7196956456
1977-04-10,1980-04-13,0.03013993199567988,1.544327312040835,107602081.08851336,200145284.5317712,591222.9374686521,588355.7762082991
1987-10-04,1990-10-07,0.4390908322202547,2.240862100915234,2058129552.6166904,3248363051.1001987,1820187.2706075711,1755588.0403773105
2006-02-26,2009-03-01,0.13435713140318684,1.3367017750925432,75771610250.3635,100174749737.66254,7532065.35386618,3998712.6903526103
2009-12-20,2012-12-23,0.06949595528101549,0.8120437689463913,131744731991.31047,225270330374.11108,6591456.819256791,8206144.184841162
2017-03-12,2020-03-15,0.2378232462018679,1.7727398090245958,760300529926.1283,1395230260034.451,13916032.64345124,13486950.856030088
