Date,Adj_Close,Index_Returns,Training Regime,Recursive_Predictions,Recursive_Predicted_Regime_Label,Full_Vol_Regime,State_Prob_Regime0,State_Prob_Regime1,Predicted_Regime,Predicted_Regime_Label,Blended_Test_Training_Regime
1950-01-08 00:00:00,16.649999618530273,-0.025746081341666338,0.0,,,0.0,,,,,0.0
1950-01-15 00:00:00,16.940000534057617,0.017417472803098022,0.0,,,0.0,,,,,0.0
1950-01-22 00:00:00,16.899999618530273,-0.0023613290594013403,0.0,,,0.0,,,,,0.0
1950-01-29 00:00:00,17.350000381469727,0.02662726468029275,0.0,,,0.0,,,,,0.0
1950-02-05 00:00:00,17.209999084472656,-0.008069238842587922,0.0,,,0.0,,,,,0.0
1950-02-12 00:00:00,17.229999542236328,0.0011621417099154652,0.0,,,0.0,,,,,0.0
1950-02-19 00:00:00,17.260000228881836,0.0017411890564458243,0.0,,,0.0,,,,,0.0
1950-02-26 00:00:00,17.329999923706055,0.004055602195594643,0.0,,,0.0,,,,,0.0
1950-03-05 00:00:00,17.139999389648438,-0.010963677720373877,0.0,,,0.0,,,,,0.0
1950-03-12 00:00:00,17.489999771118164,0.020420092994933636,0.0,,,0.0,,,,,0.0
1950-03-19 00:00:00,17.610000610351562,0.006861111538237985,0.0,,,0.0,,,,,0.0
1950-03-26 00:00:00,17.34000015258789,-0.015332223078116214,0.0,,,0.0,,,,,0.0
1950-04-02 00:00:00,17.81999969482422,0.02768163425677317,0.0,,,0.0,,,,,0.0
1950-04-09 00:00:00,17.860000610351562,0.002244720326171512,0.0,,,0.0,,,,,0.0
1950-04-16 00:00:00,17.950000762939453,0.005039202100347362,0.0,,,0.0,,,,,0.0
1950-04-23 00:00:00,18.06999969482422,0.006685176979631224,0.0,,,0.0,,,,,0.0
1950-04-30 00:00:00,18.329999923706055,0.01438850211803322,0.0,,,0.0,,,,,0.0
1950-05-07 00:00:00,18.200000762939453,-0.007092152826387865,0.0,,,0.0,,,,,0.0
1950-05-14 00:00:00,18.709999084472656,0.02802188462385735,0.0,,,0.0,,,,,0.0
1950-05-21 00:00:00,18.649999618530273,-0.0032068128743082402,0.0,,,0.0,,,,,0.0
1950-05-28 00:00:00,18.790000915527344,0.007506772110491999,0.0,,,0.0,,,,,0.0
1950-06-04 00:00:00,19.260000228881836,0.025013267187555144,0.0,,,0.0,,,,,0.0
1950-06-11 00:00:00,18.969999313354492,-0.015057160544186599,0.0,,,0.0,,,,,0.0
1950-06-18 00:00:00,19.139999389648438,0.008961522532806354,1.0,,,1.0,,,,,1.0
1950-06-25 00:00:00,17.690000534057617,-0.07575751838189859,1.0,,,1.0,,,,,1.0
1950-07-02 00:00:00,17.670000076293945,-0.0011306080926999362,1.0,,,1.0,,,,,1.0
1950-07-09 00:00:00,16.8700008392334,-0.04527443314127799,1.0,,,1.0,,,,,1.0
1950-07-16 00:00:00,17.59000015258789,0.042679269563522526,1.0,,,1.0,,,,,1.0
1950-07-23 00:00:00,17.690000534057617,0.0056850699603328,1.0,,,1.0,,,,,1.0
1950-07-30 00:00:00,18.139999389648438,0.02543803516141563,0.0,,,0.0,,,,,0.0
1950-08-06 00:00:00,18.280000686645508,0.007717822585868506,0.0,,,0.0,,,,,0.0
